omega_san,omega_yak,yak_FB,mel_FB,CG,symbol,seqnames,start,end,length,type
1.333333333,0.428571429,FBgn0240498,FBgn0033265,CG8710,coil,2R,8124981,8127242,2262,genome
0.111111111,0.4,FBgn0228646,FBgn0039188,CG17785,Golgin84,3R,24356070,24357938,1869,genome
2,3,FBgn0234441,FBgn0040392,CG14050,CG14050,X,2324748,2326217,1470,genome
0,0,FBgn0231080,FBgn0033791,CG3915,Drl-2,2R,13055246,13079539,24294,genome
0,0,FBgn0231992,FBgn0266666,CG13779,Sem1,2L,7063986,7064467,482,genome
0,0,FBgn0230011,FBgn0265194,CG44240,Trpm,2R,15262808,15309368,46561,genome
0,0,FBgn0230227,FBgn0028683,CG12372,spt4,2R,12633589,12634172,584,genome
NA,0,FBgn0237196,FBgn0025558,CG4101,CG4101,3L,16612486,16612950,465,genome
0,0.333333333,FBgn0239360,FBgn0052179,CG32179,Krn,3L,17649562,17654280,4719,genome
2,1,FBgn0230714,FBgn0053509,CG33509,CG33509,2L,21084605,21086506,1902,genome
1.571428571,0.777777778,FBgn0234697,FBgn0053172,CG33172,CG33172,X,15769664,15772985,3322,genome
NA,0,FBgn0068456,FBgn0032987,CG12775,RpL21,2L,22247111,22247875,765,genome
0.5,0.142857143,FBgn0233961,FBgn0029814,CG15765,CG15765,X,5818559,5840823,22265,genome
1,0.333333333,FBgn0230842,FBgn0032629,CG15138,beat-IIIc,2L,17187637,17260734,73098,genome
0,0,FBgn0237940,FBgn0035511,CG15007,Cpr64Ab,3L,4210880,4211540,661,genome
NA,0,FBgn0236214,FBgn0267252,CG3694,Ggamma30A,2L,9256563,9302494,45932,genome
0.5,NA,FBgn0232734,FBgn0250841,CG17242,CG17242,2L,2268106,2269140,1035,genome
0.625,1.833333333,FBgn0239720,FBgn0033388,CG8046,CG8046,2R,9162037,9164967,2931,genome
0,0.666666667,FBgn0230124,FBgn0260007,CG42493,CG42493,2R,11778526,11779235,710,genome
0.1,0.166666667,FBgn0238051,FBgn0024236,CG6817,foi,3L,8525244,8534503,9260,genome
NA,NA,FBgn0231197,FBgn0033623,CG13202,CG13202,2R,11356114,11356600,487,genome
1.333333333,2.5,FBgn0234086,FBgn0029531,CG13362,CG13362,X,749241,751301,2061,genome
0.4,0.8,FBgn0234568,FBgn0052631,CG32631,CG32631,X,13556472,13557866,1395,genome
NA,NA,FBgn0230350,FBgn0053117,CG33117,Victoria,2L,19912938,19913516,579,genome
0,0.090909091,FBgn0236936,FBgn0036859,CG14085,CG14085,3L,19269351,19274168,4818,genome
0.1,0.571428571,FBgn0240603,FBgn0051025,CG31025,Ppi1,3R,30125633,30129119,3487,genome
NA,NA,FBgn0239120,FBgn0263647,CG43638,CG43638,3L,12044579,12045356,778,genome
NA,0.5,FBgn0025397,FBgn0004170,CG3827,sc,X,396060,397497,1438,genome
0,0.2,FBgn0239480,FBgn0267390,CG6498,dop,3L,15566013,15576313,10301,genome
1,1,FBgn0235059,FBgn0051926,CG31926,CG31926,2L,1495460,1497071,1612,genome
0.444444444,0.444444444,FBgn0237067,FBgn0037060,CG10508,CG10508,3L,21210215,21216051,5837,genome
0.25,0.333333333,FBgn0238635,FBgn0263239,CG12029,dar1,3L,3626352,3653442,27091,genome
0,0,FBgn0234200,FBgn0003444,CG11561,smo,2L,277582,282167,4586,genome
1.5,1,FBgn0234930,FBgn0030028,CG10965,Corp,X,8269898,8271409,1512,genome
0,0,FBgn0237440,FBgn0036289,CG10657,CG10657,3L,12491830,12497216,5387,genome
NA,0,FBgn0229879,FBgn0042198,CG16741,CG16741,2R,20347041,20347589,549,genome
NA,NA,FBgn0233825,FBgn0029645,CG14422,CG14422,X,2943386,2944569,1184,genome
0,0.428571429,FBgn0233448,FBgn0020304,CG3365,drongo,2L,833584,851071,17488,genome
0.111111111,0.666666667,FBgn0232357,FBgn0031589,CG3714,CG3714,2L,4189340,4198071,8732,genome
0,0.090909091,FBgn0235328,FBgn0259162,CG42267,RunxB,X,20538497,20567097,28601,genome
NA,0.333333333,FBgn0231644,FBgn0034766,CG13517,Obp59a,2R,22702695,22703786,1092,Obp
1,0.333333333,FBgn0229640,FBgn0032483,CG15482,CG15482,2L,13210773,13211814,1042,genome
0,0.75,FBgn0238180,FBgn0001978,CG3647,stc,2L,15113480,15118069,4590,genome
0.75,0.222222222,FBgn0235189,FBgn0004959,CG6578,phm,X,18685766,18688433,2668,genome
2.5,NA,FBgn0239240,FBgn0052141,CG32141,CG32141,3L,14203323,14204294,972,genome
NA,0,FBgn0241417,FBgn0264832,CG44040,CG44040,3R,15320378,15320691,314,genome
0,0.714285714,FBgn0231761,FBgn0266708,CG8214,Cep89,2R,15687388,15688985,1598,genome
0,0,FBgn0229529,FBgn0034046,CG8253,tun,2R,15794000,15855645,61646,genome
0.5,0,FBgn0235853,FBgn0031821,CG9542,KFase,2L,6487342,6488756,1415,genome
5,0.25,FBgn0242647,FBgn0038680,CG11821,Cyp12a5,3R,19132648,19134704,2057,genome
5,0.25,FBgn0242647,FBgn0038681,CG6042,Cyp12a4,3R,19135158,19137136,1979,genome
0.5,0.3,FBgn0238422,FBgn0010246,CG9155,Myo61F,3L,1318480,1329617,11138,genome
2.666666667,0.625,FBgn0242993,FBgn0037685,CG16755,Or85f,3R,9398190,9399551,1362,Or
0,0,FBgn0068137,FBgn0025582,CG9677,Int6,3L,16785242,16786941,1700,genome
4.5,2.666666667,FBgn0242406,FBgn0037282,CG14657,CG14657,3R,4817980,4821432,3453,genome
0.666666667,0.166666667,FBgn0230468,FBgn0032586,CG4599,Tpr2,2L,16491540,16507621,16082,genome
0.4,0,FBgn0235970,FBgn0032393,CG12264,CG12264,2L,11999654,12001244,1591,genome
NA,2,FBgn0243465,FBgn0038238,CG14854,CG14854,3R,14559166,14560054,889,genome
0,0,FBgn0236552,FBgn0028836,CG2038,CSN7,2R,8421033,8428577,7545,genome
NA,NA,FBgn0068241,FBgn0036918,CG7770,CG7770,3L,19923671,19924688,1018,genome
0,0,FBgn0235606,FBgn0031449,CG31689,CG31689,2L,2725674,2739830,14157,genome
0,0.2,FBgn0241179,FBgn0038966,CG13848,pinta,3R,22423316,22424929,1614,genome
2.166666667,4,FBgn0234323,FBgn0029728,CG2861,CG2861,X,4797231,4804862,7632,genome
0,0,FBgn0233328,FBgn0030008,CG2129,CG2129,X,8145839,8147855,2017,genome
0,0,FBgn0240940,FBgn0030733,CG3560,CG3560,X,16286288,16286988,701,genome
0,0,FBgn0240940,FBgn0039576,CG17856,CG17856,3R,28294048,28294550,503,genome
0.5,NA,FBgn0239842,FBgn0053771,CG33771,CG33771,3L,22649396,22649988,593,genome
1,0.333333333,FBgn0237576,FBgn0036106,CG6409,CG6409,3L,10880699,10882386,1688,genome
NA,1,FBgn0233565,FBgn0026076,CG9038,UBL3,X,15849731,15853175,3445,genome
0,0.166666667,FBgn0231530,FBgn0034390,CG15093,CG15093,2R,18775669,18776978,1310,genome
0.090909091,0.2,FBgn0242771,FBgn0250820,CG5802,meigo,3R,21138270,21140365,2096,genome
0,0.444444444,FBgn0236099,FBgn0031675,CG9121,CG9121,2L,5047818,5051062,3245,genome
0.555555556,0.3,FBgn0237318,FBgn0036465,CG11552,Rpn12R,3L,15041631,15042570,940,genome
0,0.166666667,FBgn0240824,FBgn0039419,CG12290,CG12290,3R,26230248,26234700,4453,genome
0,1,FBgn0238301,FBgn0035139,CG13891,CG13891,3L,433146,433906,761,genome
0,0.166666667,FBgn0241779,FBgn0004841,CG6515,TkR86C,3R,10737592,10751228,13637,genome
0,0.5,FBgn0230125,FBgn0033652,CG12443,ths,2R,11756817,11814424,57608,genome
1,0,FBgn0243104,FBgn0037856,CG4674,Leash,3R,10885540,10896418,10879,genome
1.125,0.75,FBgn0229417,FBgn0052834,CG32834,CG32834,2R,22982542,22984293,1752,genome
1.125,0.75,FBgn0229417,FBgn0034807,CG9897,CG9897,2R,22985420,22986339,920,genome
1.4,0.285714286,FBgn0241539,FBgn0028487,CG9611,f-cup,3R,13695263,13700838,5576,genome
0.25,0.666666667,FBgn0229641,FBgn0034750,CG3732,CG3732,2R,22638807,22640201,1395,genome
0,0.5,FBgn0229310,FBgn0034940,CG16787,CG16787,2R,23956335,23957405,1071,genome
0.666666667,0.222222222,FBgn0233213,FBgn0030787,CG9609,CG9609,X,16785115,16787008,1894,genome
0,0.166666667,FBgn0238529,FBgn0035965,CG14181,Use1,3L,9135709,9137181,1473,genome
0,0,FBgn0082705,FBgn0002735,CG8333,E(spl)mgamma-HLH,3R,25999851,26000761,911,genome
0.375,0.6,FBgn0231421,FBgn0011674,CG11312,insc,2R,20821262,20836028,14767,genome
0,0,FBgn0228413,FBgn0027492,CG5643,wdb,3R,27561675,27582241,20567,genome
NA,0.125,FBgn0228648,FBgn0003209,CG12437,raw,2L,8709880,8740660,30781,genome
0,0,FBgn0236667,FBgn0033465,CG12140,Etf-QO,2R,9910893,9913488,2596,genome
0.214285714,0.444444444,FBgn0234443,FBgn0023529,CG2918,CG2918,X,2271008,2275068,4061,genome
0,0.5,FBgn0230959,FBgn0260453,CG17140,CG17140,2L,10843014,10845664,2651,genome
0,0.5,FBgn0230959,FBgn0260454,CG17139,CG17139,2L,10843014,10845664,2651,genome
0,0.133333333,FBgn0234701,FBgn0030692,CG8470,mRpS30,X,15786047,15788288,2242,genome
NA,0,FBgn0229756,FBgn0265262,CG12403,Vha68-1,2L,13000770,13004107,3338,genome
0,0,FBgn0236215,FBgn0032109,CG17005,CG17005,2L,9327744,9330332,2589,genome
0.1,0,FBgn0241303,FBgn0038499,CG31256,Brf,3R,17374833,17391337,16505,genome
0,0.25,FBgn0239361,FBgn0052177,CG32177,Ndfip,3L,17647442,17654280,6839,genome
0.166666667,0,FBgn0241063,FBgn0033184,CG12736,CG12736,2R,7508527,7510357,1831,genome
0,0,FBgn0234569,FBgn0052633,CG32633,CG32633,X,13561671,13563359,1689,genome
0,0,FBgn0234569,FBgn0051086,CG31086,CG31086,3R,26185251,26186227,977,genome
0,NA,FBgn0227947,FBgn0038200,CG9920,CG9920,3R,14097293,14098080,788,genome
0.071428571,0,FBgn0230228,FBgn0011604,CG8625,Iswi,2R,12636671,12640628,3958,genome
0.166666667,0.166666667,FBgn0068029,FBgn0011509,CG33162,SrpRbeta,3L,8718949,8720225,1277,genome
0,0,FBgn0241895,FBgn0037668,CG16736,CG16736,3R,9256689,9257716,1028,genome
1,0.625,FBgn0228526,FBgn0039355,CG4730,CG4730,3R,25677072,25678682,1611,genome
1,0.5,FBgn0228175,FBgn0038972,CG7054,CG7054,3R,22464985,22465938,954,genome
0.666666667,0.666666667,FBgn0234826,FBgn0040089,CG14233,meso18E,X,19706418,19713045,6628,genome
1,0.166666667,FBgn0230843,FBgn0051784,CG31784,CG31784,2L,17123307,17125961,2655,genome
0.333333333,1,FBgn0231993,FBgn0015544,CG13570,spag,2R,24159384,24161503,2120,genome
0.888888889,0.285714286,FBgn0238876,FBgn0035789,CG16992,mthl6,3L,7485967,7487918,1952,genome
0.210526316,0.1,FBgn0237577,FBgn0036104,CG6418,CG6418,3L,10876315,10879037,2723,genome
0.666666667,0.4,FBgn0238999,FBgn0033494,CG33135,KCNQ,2R,10145897,10192394,46498,genome
0.666666667,1.5,FBgn0229193,FBgn0035094,CG9380,CG9380,2R,25183628,25255318,71691,genome
0.4,0,FBgn0231304,FBgn0034012,CG16801,Hr51,2R,15331325,15339384,8060,genome
0.25,1.2,FBgn0236441,FBgn0033113,CG9455,Spn42Dc,2R,6880995,6883407,2413,genome
1,0,FBgn0243351,FBgn0038420,CG10311,CG10311,3R,16350786,16357015,6230,genome
0.2,0.125,FBgn0240499,FBgn0017448,CG2187,CG2187,3R,31755356,31758637,3282,genome
0.2,0.125,FBgn0240499,FBgn0039872,CG2196,salt,3R,31751825,31754705,2881,genome
1,NA,FBgn0233702,FBgn0085249,CG34220,CG34220,2R,10041065,10043507,2443,genome
1,NA,FBgn0233702,FBgn0085353,CG34324,CG34324,X,13456534,13457663,1130,genome
NA,0.166666667,FBgn0242011,FBgn0037492,CG10050,CG10050,3R,7249795,7251750,1956,genome
0,0.111111111,FBgn0240714,FBgn0039255,CG13646,CG13646,3R,24947632,24949539,1908,genome
0,0.5,FBgn0228060,FBgn0032163,CG13125,TbCMF46,2L,9922737,9924865,2129,genome
0.1,0.153846154,FBgn0228291,FBgn0039696,CG7837,CG7837,3R,29795697,29799354,3658,genome
NA,NA,FBgn0230351,FBgn0053117,CG33117,Victoria,2L,19912938,19913516,579,genome
0,0.142857143,FBgn0231875,FBgn0034816,CG3085,CG3085,2R,23074823,23076857,2035,genome
0,NA,FBgn0068349,FBgn0052672,CG32672,Atg8a,X,10764878,10768338,3461,genome
NA,NA,FBgn0239600,FBgn0037026,CG3634,CG3634,3L,20806868,20809272,2405,genome
0.666666667,0.125,FBgn0230588,FBgn0033599,CG13223,CG13223,2R,11256507,11258767,2261,genome
0,NA,FBgn0231081,FBgn0033788,CG13323,CG13323,2R,13044695,13047256,2562,genome
0,NA,FBgn0231081,FBgn0033789,CG13324,CG13324,2R,13049146,13049656,511,genome
4,1,FBgn0236324,FBgn0031766,CG9117,CG9117,2L,6036997,6037902,906,genome
0.142857143,0.3,FBgn0233065,FBgn0086698,CG17657,frtz,2L,1711302,1715851,4550,genome
2.571428571,1.8,FBgn0235727,FBgn0031620,CG11929,CG11929,2L,4682677,4687232,4556,genome
0,0.125,FBgn0238304,FBgn0262139,CG42865,trh,3L,366524,392633,26110,genome
2,NA,FBgn0233962,FBgn0029816,CG12729,CG12729,X,5845280,5846106,827,genome
1,NA,FBgn0237819,FBgn0020643,CG18773,Lcp65Ab2,3L,6146674,6147089,416,genome
1,NA,FBgn0237819,FBgn0020644,CG32400,Lcp65Ab1,3L,6149548,6149960,413,genome
0.25,0,FBgn0235330,FBgn0031126,CG1829,Cyp6v1,X,20657122,20661425,4304,genome
1.142857143,0.333333333,FBgn0068457,FBgn0086707,CG12750,ncm,2L,18444507,18448957,4451,genome
NA,NA,FBgn0231198,FBgn0010358,CG12351,deltaTry,2R,11355319,11356128,810,genome
NA,NA,FBgn0231198,FBgn0050025,CG30025,CG30025,2R,11353564,11354373,810,genome
NA,NA,FBgn0231198,FBgn0003863,CG18444,alphaTry,2R,11344260,11345119,860,genome
NA,NA,FBgn0231198,FBgn0010359,CG30028,gammaTry,2R,11349061,11349870,810,genome
NA,NA,FBgn0231198,FBgn0050031,CG30031,CG30031,2R,11350811,11351621,811,genome
0.75,0.25,FBgn0239843,FBgn0037174,CG14457,CG14457,3L,22669956,22680034,10079,genome
NA,NA,FBgn0237693,FBgn0260968,CG42591,CG42591,3L,8069453,8069960,508,genome
0.2,0,FBgn0237068,FBgn0028427,CG10504,Ilk,3L,21216901,21219240,2340,genome
0,0,FBgn0232944,FBgn0053498,CR33498,CR33498,X,20225137,20225979,843,genome
0,0,FBgn0232944,FBgn0053487,CR33487,CR33487,X,20194360,20195206,847,genome
0,0,FBgn0232944,FBgn0053491,CR33491,CR33491,X,20178755,20179597,843,genome
0,0,FBgn0232944,FBgn0053496,CR33496,CR33496,X,20186630,20187472,843,genome
0,0,FBgn0232944,FBgn0000084,CG9579,AnxB10,X,20171445,20173514,2070,genome
0,0.4,FBgn0243233,FBgn0038053,CG18549,CG18549,3R,12449296,12456355,7060,genome
0,0,FBgn0229642,FBgn0019949,CG5179,Cdk9,2R,22636063,22637727,1665,genome
1.5,1.25,FBgn0232740,FBgn0054049,CG34049,CG34049,2L,2264231,2265321,1091,genome
0,NA,FBgn0236937,FBgn0036860,CG14086,CG14086,3L,19275791,19279919,4129,genome
0.666666667,0,FBgn0241664,FBgn0037988,CG14740,CG14740,3R,12061070,12062944,1875,genome
NA,2,FBgn0231645,FBgn0034768,CG13518,Obp58b,2R,22704704,22705639,936,Obp
0.25,0.5,FBgn0242648,FBgn0002962,CG5637,nos,3R,19157238,19160202,2965,genome
1,1,FBgn0239121,FBgn0036246,CG17154,CG17154,3L,12088626,12089225,600,genome
0.75,0.714285714,FBgn0230715,FBgn0053510,CG33510,CG33510,2L,21082643,21084326,1684,genome
NA,0.4,FBgn0231531,FBgn0259682,CG42351,Jabba,2R,18757074,18761082,4009,genome
0,NA,FBgn0025398,FBgn0002561,CG3839,l(1)sc,X,409721,410817,1097,genome
0.333333333,0.4,FBgn0235060,FBgn0030328,CG2446,Amun,X,11710120,11715565,5446,genome
0.285714286,0.166666667,FBgn0232361,FBgn0051961,CG31961,CG31961,2L,4186250,4187793,1544,genome
0.333333333,0.2,FBgn0233826,FBgn0029646,CG14423,CG14423,X,2945403,2946589,1187,genome
4,0.357142857,FBgn0230229,FBgn0033762,CG8632,ZnT49B,2R,12652805,12655743,2939,genome
1,0.444444444,FBgn0230013,FBgn0259878,CG33466,Fs,2R,15223560,15241589,18030,genome
0.666666667,1,FBgn0233329,FBgn0030009,CG15336,CG15336,X,8147949,8148705,757,genome
1.25,1.5,FBgn0239000,FBgn0036093,CG14154,CG14154,3L,10641889,10643009,1121,genome
0,0,FBgn0234933,FBgn0030026,CG10964,sni,X,8241501,8244016,2516,genome
0.166666667,0.285714286,FBgn0238751,FBgn0029121,CG4852,Sras,3L,5563774,5565103,1330,genome
0.333333333,0.142857143,FBgn0235607,FBgn0031450,CG2903,Hrs,2L,2739986,2743377,3392,genome
0,0.5,FBgn0242535,FBgn0264712,CG1172,CG1172,3R,5393922,5399510,5589,genome
0.25,NA,FBgn0067922,FBgn0026620,CG9765,tacc,3R,4733654,4749056,15403,genome
1.5,0.6,FBgn0235190,FBgn0030949,CG6585,Cyp308a1,X,18709865,18711638,1774,genome
NA,0,FBgn0238423,FBgn0035209,CG13914,msd1,3L,1331744,1332326,583,genome
3,0.333333333,FBgn0234202,FBgn0024897,CG3100,b6,X,1686624,1690187,3564,genome
0,1,FBgn0229883,FBgn0034509,CG13421,Obp57c,2R,20503584,20504202,619,Obp
0,0,FBgn0239241,FBgn0013718,CG33991,nuf,3L,14190870,14233250,42381,genome
0,0,FBgn0237441,FBgn0036288,CG10660,CG10660,3L,12486668,12490676,4009,genome
0,0,FBgn0228414,FBgn0039525,CG5646,CG5646,3R,27559379,27561319,1941,genome
0.388888889,0.178571429,FBgn0231994,FBgn0034985,CG3328,CG3328,2R,24162489,24173660,11172,genome
0,0.333333333,FBgn0243466,FBgn0038237,CG8279,Pde6,3R,14513901,14558304,44404,genome
0,0,FBgn0238530,FBgn0011206,CG4760,bol,3L,9097629,9134405,36777,genome
0,0.5,FBgn0230469,FBgn0051816,CG31816,CG31816,2L,16542546,16543263,718,genome
0,2,FBgn0237941,FBgn0035510,CG15006,Cpr64Aa,3L,4207838,4209178,1341,genome
0.25,0.4,FBgn0229757,FBgn0034356,CG10924,CG10924,2R,18527430,18535749,8320,genome
0,0,FBgn0238052,FBgn0035909,CG6822,ergic53,3L,8534977,8538013,3037,genome
0.5,0,FBgn0068242,FBgn0036415,CG7768,CG7768,3L,14218204,14218974,771,genome
7,2,FBgn0231762,FBgn0050082,CG30082,CG30082,2R,15685004,15686082,1079,genome
NA,1,FBgn0242885,FBgn0004782,CG1252,Ccp84Ab,3R,6701968,6702877,910,genome
NA,1,FBgn0242885,FBgn0004783,CG2360,Ccp84Aa,3R,6704084,6704903,820,genome
NA,NA,FBgn0242153,FBgn0040575,CG15922,CG15922,3R,20559708,20560280,573,genome
NA,NA,FBgn0233566,FBgn0014391,CG9032,sun,X,15847859,15849258,1400,genome
0.142857143,0.090909091,FBgn0242283,FBgn0028670,CG18617,Vha100-2,3R,18390323,18399169,8847,genome
0,0.5,FBgn0242407,FBgn0026417,CG2525,Hus1-like,3R,4808336,4812096,3761,genome
0,0,FBgn0234445,FBgn0023528,CG2924,CG2924,X,2264657,2270761,6105,genome
0,0.166666667,FBgn0234827,FBgn0031061,CG14232,CG14232,X,19701927,19704259,2333,genome
1,NA,FBgn0068138,FBgn0044049,CG6736,Ilp4,3L,9803399,9804263,865,genome
3,0,FBgn0238636,FBgn0262544,CG43098,CG43098,3L,3659068,3659724,657,genome
0,0,FBgn0237319,FBgn0261090,CG42333,Sytbeta,3L,15014695,15064977,50283,genome
0.166666667,0,FBgn0235971,FBgn0014019,CG5279,Rh5,2L,12008153,12009832,1680,genome
NA,0.5,FBgn0233214,FBgn0051924,CG31924,CG31924,2L,1354101,1354919,819,genome
0.25,0,FBgn0241180,FBgn0038964,CG13849,Nop56,3R,22419095,22421068,1974,genome
NA,NA,FBgn0236216,FBgn0010314,CG3738,Cks30A,2L,9330763,9331981,1219,genome
2,0.8,FBgn0229530,FBgn0034047,CG12970,CG12970,2R,15855961,15857522,1562,genome
0,0,FBgn0235854,FBgn0086357,CG9539,Sec61alpha,2L,6477182,6480575,3394,genome
0.142857143,0,FBgn0235728,FBgn0031621,CG15634,Elba3,2L,4687511,4688956,1446,genome
0,2,FBgn0230589,FBgn0033602,CG13222,Cpr47Ee,2R,11265126,11266856,1731,genome
0,NA,FBgn0238181,FBgn0259701,CG42355,CG42355,3L,2037371,2038224,854,genome
0,0.285714286,FBgn0229418,FBgn0034804,CG3831,CG3831,2R,22938987,22941169,2183,genome
4,0.5,FBgn0230844,FBgn0032625,CG15136,CG15136,2L,17047161,17048281,1121,genome
1.5,2,FBgn0231422,FBgn0260452,CG13984,CG13984,2L,6308819,6309475,657,genome
0,1,FBgn0234324,FBgn0029726,CG15471,CG15471,X,4782201,4782789,589,genome
0,0,FBgn0240826,FBgn0039420,CG6154,CG6154,3R,26262662,26277050,14389,genome
NA,0,FBgn0237820,FBgn0052404,CG32404,Cpr65Aw,3L,6141903,6142413,511,genome
0,0.5,FBgn0229311,FBgn0034938,CG3803,CG3803,2R,23952513,23954048,1536,genome
1.222222222,0.473684211,FBgn0238877,FBgn0035790,CG8540,Cyp316a1,3L,7491864,7493484,1621,genome
0,0.2,FBgn0241540,FBgn0038168,CG9591,omd,3R,13679440,13687210,7771,genome
1,1.333333333,FBgn0236442,FBgn0028988,CG9456,Spn42Dd,2R,6883280,6884873,1594,genome
0.333333333,1.5,FBgn0240941,FBgn0039582,CG1867,Or98b,3R,28352242,28353502,1261,Or
0.2,0.5,FBgn0241418,FBgn0026441,CG4913,ear,3R,15320756,15325279,4524,genome
3,1.333333333,FBgn0230716,FBgn0053511,CG33511,CG33511,2L,21081127,21082494,1368,genome
0,0.333333333,FBgn0241780,FBgn0037828,CG14690,tomboy20,3R,10735277,10735957,681,genome
0,1,FBgn0239481,FBgn0036514,CG12301,CG12301,3L,15580800,15583373,2574,genome
0,0,FBgn0234702,FBgn0026374,CG8497,Rhp,X,15788897,15793632,4736,genome
NA,1,FBgn0237580,FBgn0036101,CG6449,NijA,3L,10694360,10696877,2518,genome
0.363636364,0.363636364,FBgn0237197,FBgn0036652,CG13032,CG13032,3L,16673964,16676264,2301,genome
2,0,FBgn0243105,FBgn0037857,CG4683,Tengl4,3R,10950284,10951797,1514,genome
0,0,FBgn0233066,FBgn0030954,CG32540,CCKLR-17D3,X,18764483,18774027,9545,genome
0.1,0,FBgn0228527,FBgn0027508,CG4719,Tnks,3R,25653091,25661286,8196,genome
0,NA,FBgn0068350,FBgn0030357,CG2471,Sclp,X,11920004,11924662,4659,genome
NA,NA,FBgn0229194,FBgn0011694,CG2665,PebII,2R,25173568,25174230,663,genome
0,0,FBgn0241304,FBgn0038498,CG14334,beat-IIa,3R,17320004,17366119,46116,genome
4,NA,FBgn0068030,FBgn0028987,CG8137,Spn28F,2L,8240414,8241800,1387,genome
4,NA,FBgn0068030,FBgn0028986,CG9334,Spn38F,2L,20836621,20837985,1365,genome
0,0.5,FBgn0235331,FBgn0031127,CG1835,CG1835,X,20661917,20669669,7753,genome
0,1,FBgn0230960,FBgn0032810,CG13077,CG13077,2L,19565863,19567359,1497,genome
0,0,FBgn0227948,FBgn0038199,CG14358,CCHa1,3R,14092504,14096835,4332,genome
0.1,0.5,FBgn0231199,FBgn0011555,CG12385,thetaTry,2R,11341714,11342760,1047,genome
0,0,FBgn0228649,FBgn0039186,CG5746,CG5746,3R,24343895,24348791,4897,genome
0.066666667,0,FBgn0228176,FBgn0038975,CG7050,Nrx-1,3R,22468512,22486969,18458,genome
0,0,FBgn0239122,FBgn0011335,CG6801,l(3)j2D3,3L,12116101,12118055,1955,genome
0,0.166666667,FBgn0242994,FBgn0037687,CG8132,CG8132,3R,9401495,9402618,1124,genome
1.666666667,0,FBgn0239362,FBgn0004401,CG6143,Pep,3L,17638103,17645036,6934,genome
0.111111111,0,FBgn0237694,FBgn0026263,CG7574,bip1,3L,8054333,8058713,4381,genome
0.75,0.222222222,FBgn0232945,FBgn0030241,CG11207,feo,X,10852446,10854869,2424,genome
0.75,0.222222222,FBgn0232945,FBgn0030242,CG1655,sofe,X,10855000,10857413,2414,genome
0.142857143,0.285714286,FBgn0234936,FBgn0030017,CG2278,CG2278,X,8165833,8170266,4434,genome
0.111111111,0.857142857,FBgn0230352,FBgn0032827,CG10481,CG10481,2L,19890201,19892550,2350,genome
0,NA,FBgn0239844,FBgn0037176,CG14456,CG14456,3L,22687222,22688288,1067,genome
0,1,FBgn0231305,FBgn0085234,CG34205,CG34205,2R,22130112,22131299,1188,genome
0.538461538,0.166666667,FBgn0231082,FBgn0005624,CG3886,Psc,2R,12965997,12980994,14998,genome
0,0,FBgn0242773,FBgn0264357,CG17299,SNF4Agamma,3R,21140739,21214269,73531,genome
1,0.090909091,FBgn0236100,FBgn0031673,CG31650,CG31650,2L,5040648,5044712,4065,genome
0,1,FBgn0239242,FBgn0036416,CG7924,CG7924,3L,14233469,14234609,1141,genome
0.666666667,0.8,FBgn0233330,FBgn0030010,CG10959,CG10959,X,8148783,8150686,1904,genome
1.5,0.730769231,FBgn0237942,FBgn0263109,CG43366,CG43366,2R,5893895,5931363,37469,genome
1.5,1.333333333,FBgn0231876,FBgn0045483,CG30189,Gr59a,2R,23080561,23081725,1165,Gr
4,NA,FBgn0238306,FBgn0035138,CG13884,CG13884,3L,365664,366437,774,genome
NA,NA,FBgn0068458,FBgn0035422,CG12740,RpL28,3L,3220911,3222960,2050,genome
2,0.375,FBgn0230014,FBgn0034001,CG12954,mRpL41,2R,15217024,15217617,594,genome
0,0.3,FBgn0230230,FBgn0033763,CG8646,CG8646,2R,12655954,12659341,3388,genome
0,0,FBgn0231995,FBgn0259937,CG3333,Nop60B,2R,24174877,24186343,11467,genome
NA,NA,FBgn0232742,FBgn0264253,CG18125,Send2,2L,14345915,14346688,774,genome
NA,NA,FBgn0232742,FBgn0042187,CG17234,CG17234,2L,2253045,2253852,808,genome
NA,NA,FBgn0232742,FBgn0031406,CG17012,Send1,2L,2254176,2255050,875,genome
2,0.5,FBgn0233963,FBgn0029915,CG14434,CG14434,X,6851909,6867194,15286,genome
0.111111111,0.384615385,FBgn0234572,FBgn0086130,CG3561,Dbp21E2,2L,811584,813380,1797,genome
0,0.2,FBgn0238531,FBgn0035959,CG4911,CG4911,3L,9067195,9072731,5537,genome
0.25,0.125,FBgn0229758,FBgn0003067,CG17725,Pepck,2R,18536767,18539416,2650,genome
NA,0.2,FBgn0231533,FBgn0034383,CG17821,CG17821,2R,18743806,18744996,1191,genome
0.5,0.125,FBgn0228292,FBgn0039694,CG7615,fig,3R,29779273,29780452,1180,genome
0,0,FBgn0233827,FBgn0029647,CG17959,CG17959,X,2947094,2947580,487,genome
0,0,FBgn0231763,FBgn0262512,CG8210,Vha14-1,2R,15679426,15680084,659,genome
NA,0,FBgn0067923,FBgn0266521,CG31641,stai,2L,6100377,6124653,24277,genome
1,0.125,FBgn0228760,FBgn0040629,CG18673,CG18673,3R,31262598,31263878,1281,genome
0.076923077,0,FBgn0228415,FBgn0004387,CG5658,Klp98A,3R,27547775,27559145,11371,genome
